Airline,Source,Destination,Total_Stops,Price,Duration_In_Min,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Journey_month,Journey_day
IndiGo,Kolkata,Banglore,1,5170,290.0,15,15,20,5,May,Sunday
GoAir,Banglore,Delhi,0,3398,170.0,11,40,14,30,May,Wednesday
Air Asia,Kolkata,Banglore,0,4409,155.0,10,20,12,55,April,Thursday
Jet Airways,Banglore,Delhi,0,8541,180.0,17,45,20,45,June,Friday
IndiGo,Banglore,New Delhi,0,4777,170.0,4,0,6,50,March,Thursday
SpiceJet,Kolkata,Banglore,0,3847,140.0,22,20,0,40,March,Monday
Jet Airways,Kolkata,Banglore,1,7064,1025.0,18,55,12,0,April,Monday
Vistara,Banglore,Delhi,0,4668,170.0,21,0,23,50,May,Monday
SpiceJet,Mumbai,Hyderabad,0,1965,85.0,22,45,0,10,March,Monday
Jet Airways,Kolkata,Banglore,1,14781,590.0,6,30,16,20,May,Tuesday
IndiGo,Mumbai,Hyderabad,0,4049,90.0,9,10,10,40,June,Saturday
Jet Airways,Kolkata,Banglore,1,13584,800.0,18,55,8,15,May,Saturday
Jet Airways,Delhi,Cochin,1,12373,940.0,20,55,12,35,May,Saturday
Jet Airways,Delhi,Cochin,1,16079,1620.0,16,0,19,0,May,Monday
Jet Airways,Banglore,Delhi,0,7229,180.0,8,20,11,20,May,Friday
Jet Airways,Banglore,New Delhi,1,17471,1435.0,21,25,21,20,March,Wednesday
Jet Airways,Kolkata,Banglore,1,14781,590.0,6,30,16,20,May,Sunday
Jet Airways,Kolkata,Banglore,1,14571,800.0,6,30,19,50,June,Sunday
Multiple carriers,Delhi,Cochin,1,10197,525.0,3,50,12,35,May,Saturday
SpiceJet,Delhi,Cochin,1,5975,295.0,17,55,22,50,June,Saturday
Multiple carriers,Delhi,Cochin,1,8535,465.0,17,45,1,30,April,Tuesday
Multiple carriers,Delhi,Cochin,1,12537,665.0,9,55,21,0,March,Wednesday
Air India,Kolkata,Banglore,0,4145,155.0,20,45,23,20,May,Friday
IndiGo,Mumbai,Hyderabad,0,4049,90.0,9,10,10,40,March,Friday
Air Asia,Kolkata,Banglore,1,5192,720.0,22,40,10,40,May,Thursday
Air India,Banglore,Delhi,0,6121,170.0,21,5,23,55,May,Thursday
Air India,Delhi,Cochin,1,8669,925.0,3,50,19,15,June,Monday
Multiple carriers,Delhi,Cochin,1,8476,795.0,6,0,19,15,May,Saturday
SpiceJet,Mumbai,Hyderabad,0,2647,90.0,5,45,7,15,June,Friday
Jet Airways,Delhi,Cochin,1,14714,1325.0,20,55,19,0,June,Thursday
Air India,Delhi,Cochin,1,10566,705.0,20,30,8,15,March,Wednesday
Jet Airways,Delhi,Cochin,1,10262,450.0,11,30,19,0,June,Saturday
Multiple carriers,Delhi,Cochin,1,8098,935.0,10,0,1,35,March,Thursday
Multiple carriers,Delhi,Cochin,1,6883,660.0,10,0,21,0,March,Wednesday
Multiple carriers,Delhi,Cochin,1,16108,555.0,10,0,19,15,June,Saturday
SpiceJet,Kolkata,Banglore,0,4413,150.0,17,15,19,45,March,Monday
Jet Airways,Delhi,Cochin,2,10919,1320.0,14,35,12,35,June,Saturday
IndiGo,Kolkata,Banglore,0,4804,160.0,21,25,0,5,May,Thursday
Jet Airways,Kolkata,Banglore,1,10539,870.0,20,25,10,55,June,Thursday
IndiGo,Banglore,New Delhi,0,4377,170.0,22,20,1,10,March,Saturday
Air India,Banglore,Delhi,0,6961,165.0,6,10,8,55,June,Thursday
Multiple carriers,Delhi,Cochin,1,7408,480.0,13,0,21,0,May,Monday
IndiGo,Banglore,Delhi,0,4823,175.0,18,55,21,50,May,Thursday
IndiGo,Kolkata,Banglore,0,5198,155.0,14,20,16,55,March,Thursday
Jet Airways,Delhi,Cochin,1,10262,1530.0,17,30,19,0,June,Saturday
Vistara,Banglore,Delhi,0,5613,155.0,17,0,19,35,April,Saturday
Jet Airways,Delhi,Cochin,1,10262,450.0,20,55,4,25,June,Wednesday
IndiGo,Mumbai,Hyderabad,0,5755,90.0,9,10,10,40,May,Friday
Vistara,Chennai,Kolkata,0,3687,135.0,7,5,9,20,May,Tuesday
Jet Airways,Mumbai,Hyderabad,0,5678,90.0,19,35,21,5,June,Monday
Multiple carriers,Delhi,Cochin,1,13542,440.0,18,15,1,35,March,Thursday
Jet Airways,Delhi,Cochin,1,12347,1415.0,19,15,18,50,March,Thursday
Jet Airways,Kolkata,Banglore,1,12384,575.0,9,35,19,10,May,Tuesday
Jet Airways,Delhi,Cochin,2,10909,1375.0,5,30,4,25,April,Tuesday
IndiGo,Banglore,Delhi,0,4823,180.0,16,55,19,55,June,Monday
IndiGo,Delhi,Cochin,1,6069,300.0,16,0,21,0,June,Wednesday
Jet Airways,Delhi,Cochin,1,12898,1620.0,16,0,19,0,May,Tuesday
IndiGo,Kolkata,Banglore,0,4804,155.0,4,40,7,15,June,Saturday
Jet Airways,Kolkata,Banglore,1,10031,1220.0,8,25,4,45,March,Sunday
IndiGo,Delhi,Cochin,1,6442,895.0,7,35,22,30,June,Sunday
Air India,Delhi,Cochin,2,9653,1180.0,12,0,7,40,May,Tuesday
Vistara,Kolkata,Banglore,1,8610,1640.0,17,0,20,20,June,Sunday
Jet Airways,Delhi,Cochin,1,14714,300.0,14,0,19,0,June,Wednesday
Air India,Banglore,New Delhi,1,12599,1405.0,0,30,23,55,March,Friday
Multiple carriers,Delhi,Cochin,1,9103,845.0,4,55,19,0,May,Thursday
Jet Airways,Delhi,Cochin,1,12898,335.0,22,50,4,25,May,Tuesday
SpiceJet,Mumbai,Hyderabad,0,2647,90.0,5,45,7,15,June,Thursday
Jet Airways,Mumbai,Hyderabad,0,5678,85.0,7,10,8,35,March,Sunday
Jet Airways,Delhi,Cochin,1,12373,1040.0,19,15,12,35,May,Saturday
SpiceJet,Kolkata,Banglore,0,3847,150.0,17,15,19,45,March,Wednesday
Jet Airways,Kolkata,Banglore,1,14151,1500.0,17,0,18,0,May,Tuesday
Jet Airways,Delhi,Cochin,1,13843,1225.0,8,0,4,25,March,Wednesday
Jet Airways,Banglore,Delhi,0,7229,175.0,15,15,18,10,May,Saturday
Jet Airways,Mumbai,Hyderabad,0,4995,85.0,2,55,4,20,June,Tuesday
Jet Airways,Delhi,Cochin,1,10262,450.0,20,55,4,25,June,Thursday
Jet Airways,Delhi,Cochin,2,13029,1375.0,5,30,4,25,May,Thursday
Jet Airways,Delhi,Cochin,1,14053,550.0,19,15,4,25,March,Saturday
Jet Airways,Banglore,New Delhi,1,26890,885.0,16,55,7,40,March,Friday
SpiceJet,Kolkata,Banglore,0,3841,150.0,17,10,19,40,April,Monday
Air India,Banglore,New Delhi,1,11003,745.0,10,30,22,55,March,Friday
Vistara,Banglore,Delhi,0,5403,170.0,11,30,14,20,April,Tuesday
Multiple carriers,Delhi,Cochin,1,15342,650.0,8,0,18,50,March,Sunday
Air India,Kolkata,Banglore,2,12224,1035.0,20,30,13,45,June,Wednesday
IndiGo,Chennai,Kolkata,0,6297,140.0,19,35,21,55,March,Friday
SpiceJet,Kolkata,Banglore,1,8844,330.0,15,55,21,25,May,Wednesday
Multiple carriers,Delhi,Cochin,1,13377,690.0,14,0,1,30,June,Saturday
GoAir,Banglore,New Delhi,0,5706,175.0,20,55,23,50,March,Saturday
Air India,Delhi,Cochin,1,8372,640.0,21,0,7,40,June,Wednesday
IndiGo,Delhi,Cochin,1,6526,860.0,6,40,21,0,May,Monday
IndiGo,Banglore,Delhi,0,4823,170.0,16,55,19,45,June,Saturday
IndiGo,Mumbai,Hyderabad,0,3175,90.0,16,55,18,25,June,Monday
Multiple carriers,Delhi,Cochin,1,10407,600.0,9,0,19,0,May,Monday
IndiGo,Banglore,Delhi,0,4423,170.0,4,0,6,50,April,Thursday
Vistara,Kolkata,Banglore,1,9555,1640.0,17,0,20,20,May,Thursday
Jet Airways,Kolkata,Banglore,1,12681,1430.0,16,30,16,20,April,Monday
Jet Airways,Kolkata,Banglore,1,13059,875.0,14,5,4,40,June,Thursday
Jet Airways,Kolkata,Banglore,1,8586,1055.0,16,30,10,5,May,Thursday
GoAir,Banglore,Delhi,0,3419,165.0,20,55,23,40,April,Saturday
SpiceJet,Kolkata,Banglore,0,3873,150.0,17,10,19,40,June,Monday
Air India,Kolkata,Banglore,1,10203,625.0,10,0,20,25,June,Thursday
Jet Airways,Delhi,Cochin,2,13029,535.0,19,30,4,25,May,Monday
Jet Airways,Kolkata,Banglore,1,10844,365.0,16,30,22,35,May,Wednesday
Jet Airways,Kolkata,Banglore,1,11134,795.0,18,55,8,10,March,Sunday
Vistara,Kolkata,Banglore,1,8610,1350.0,20,20,18,50,June,Wednesday
IndiGo,Kolkata,Banglore,0,4174,155.0,20,20,22,55,April,Monday
Jet Airways,Banglore,New Delhi,1,11087,1530.0,8,0,9,30,March,Saturday
SpiceJet,Banglore,Delhi,0,3971,175.0,21,10,0,5,June,Tuesday
Jet Airways,Delhi,Cochin,1,17531,715.0,7,5,19,0,April,Tuesday
SpiceJet,Banglore,Delhi,0,3573,160.0,5,55,8,35,June,Thursday
Air India,Kolkata,Banglore,1,8366,1350.0,9,25,7,55,May,Wednesday
Air India,Kolkata,Banglore,0,13885,150.0,14,15,16,45,March,Sunday
Multiple carriers,Delhi,Cochin,2,18485,460.0,17,50,1,30,June,Sunday
Air Asia,Kolkata,Banglore,0,4409,150.0,19,55,22,25,April,Saturday
Vistara,Kolkata,Banglore,1,8085,1625.0,20,20,23,25,May,Wednesday
Multiple carriers,Delhi,Cochin,1,13377,480.0,17,30,1,30,June,Thursday
Air India,Delhi,Cochin,2,13538,1100.0,13,20,7,40,May,Tuesday
Multiple carriers,Delhi,Cochin,1,15147,395.0,19,0,1,35,March,Wednesday
Jet Airways,Banglore,Delhi,0,4030,175.0,11,10,14,5,May,Monday
Multiple carriers,Delhi,Cochin,1,14848,675.0,8,0,19,15,June,Thursday
Jet Airways,Banglore,New Delhi,1,13555,565.0,22,50,8,15,March,Monday
Air India,Delhi,Cochin,2,10975,1580.0,7,5,9,25,May,Saturday
Jet Airways,Delhi,Cochin,2,13029,1615.0,9,40,12,35,May,Tuesday
Jet Airways,Kolkata,Banglore,1,9663,1495.0,8,25,9,20,May,Sunday
Jet Airways,Mumbai,Hyderabad,0,4050,90.0,10,20,11,50,June,Saturday
Jet Airways,Delhi,Cochin,1,14714,655.0,17,30,4,25,June,Monday
Air India,Banglore,New Delhi,2,11213,655.0,10,30,21,25,March,Friday
Jet Airways,Banglore,Delhi,0,4544,165.0,6,0,8,45,April,Tuesday
SpiceJet,Kolkata,Banglore,0,3873,145.0,9,0,11,25,June,Saturday
Multiple carriers,Delhi,Cochin,1,12537,480.0,13,0,21,0,April,Tuesday
Jet Airways,Kolkata,Banglore,1,13067,575.0,9,35,19,10,May,Monday
Air India,Banglore,New Delhi,1,8714,330.0,6,45,12,15,March,Friday
Jet Airways,Delhi,Cochin,2,13376,1320.0,14,35,12,35,June,Monday
SpiceJet,Chennai,Kolkata,0,3597,135.0,8,20,10,35,June,Thursday
Multiple carriers,Delhi,Cochin,1,7670,760.0,12,50,1,30,May,Saturday
Air India,Kolkata,Banglore,2,14410,2245.0,9,50,23,15,March,Sunday
Air India,Delhi,Cochin,1,7480,1420.0,9,45,9,25,May,Wednesday
Jet Airways,Kolkata,Banglore,1,13584,1335.0,20,0,18,15,May,Thursday
Jet Airways,Banglore,New Delhi,1,25735,1050.0,16,55,10,25,March,Friday
Jet Airways,Banglore,Delhi,0,4544,180.0,17,45,20,45,April,Monday
Multiple carriers,Delhi,Cochin,1,8099,600.0,9,15,19,15,May,Tuesday
Jet Airways,Kolkata,Banglore,1,10844,730.0,16,30,4,40,May,Wednesday
Jet Airways,Delhi,Cochin,1,12557,550.0,19,15,4,25,March,Thursday
Jet Airways,Delhi,Cochin,0,9564,195.0,11,0,14,15,May,Thursday
Jet Airways,Banglore,New Delhi,1,13817,725.0,21,25,9,30,March,Tuesday
Jet Airways,Kolkata,Banglore,1,12384,575.0,9,35,19,10,May,Saturday
Multiple carriers,Delhi,Cochin,1,7575,860.0,4,55,19,15,May,Tuesday
Air India,Kolkata,Banglore,2,14120,1155.0,16,45,12,0,May,Monday
Multiple carriers,Delhi,Cochin,1,6916,915.0,7,5,22,20,March,Saturday
Multiple carriers,Delhi,Cochin,1,7878,920.0,7,10,22,30,May,Monday
Jet Airways,Banglore,New Delhi,1,11087,1290.0,22,50,20,20,March,Monday
IndiGo,Kolkata,Banglore,0,4804,150.0,14,25,16,55,April,Saturday
SpiceJet,Chennai,Kolkata,0,3597,135.0,9,45,12,0,June,Saturday
Air India,Kolkata,Banglore,2,12723,2065.0,5,50,16,15,May,Wednesday
IndiGo,Mumbai,Hyderabad,0,2227,95.0,20,5,21,40,May,Wednesday
Air India,Delhi,Cochin,1,9929,735.0,7,0,19,15,May,Friday
Jet Airways,Kolkata,Banglore,1,11841,730.0,21,10,9,20,June,Sunday
Jet Airways,Delhi,Cochin,1,12373,1015.0,11,30,4,25,May,Thursday
Jet Airways,Delhi,Cochin,1,12898,1325.0,20,55,19,0,May,Tuesday
Air India,Delhi,Cochin,2,15113,1545.0,5,55,7,40,March,Sunday
Multiple carriers,Delhi,Cochin,1,10529,440.0,11,40,19,0,May,Saturday
Air India,Delhi,Cochin,2,8875,1115.0,13,5,7,40,March,Wednesday
Jet Airways,Kolkata,Banglore,1,10844,740.0,8,25,20,45,May,Wednesday
Air India,Banglore,New Delhi,0,15676,165.0,6,10,8,55,March,Friday
Jet Airways,Kolkata,Banglore,1,7064,910.0,8,25,23,35,April,Monday
Jet Airways,Kolkata,Banglore,1,10844,685.0,8,25,19,50,June,Sunday
Jet Airways,Mumbai,Hyderabad,1,19595,1610.0,14,0,16,50,March,Wednesday
Jet Airways,Kolkata,Banglore,1,13941,1090.0,14,5,8,15,May,Wednesday
IndiGo,Delhi,Cochin,1,6790,455.0,8,35,16,10,March,Thursday
SpiceJet,Kolkata,Banglore,0,3841,145.0,9,0,11,25,April,Saturday
Jet Airways,Banglore,New Delhi,1,11087,1280.0,11,40,9,0,March,Monday
Air India,Delhi,Cochin,2,11491,1410.0,19,45,19,15,May,Wednesday
IndiGo,Banglore,Delhi,0,3943,170.0,5,30,8,20,April,Tuesday
Jet Airways,Banglore,New Delhi,1,22270,1200.0,11,40,7,40,March,Friday
Vistara,Banglore,Delhi,0,4878,155.0,17,0,19,35,June,Sunday
Jet Airways,Delhi,Cochin,1,14714,335.0,22,50,4,25,June,Sunday
Multiple carriers,Delhi,Cochin,1,10877,740.0,6,40,19,0,June,Monday
Jet Airways,Kolkata,Banglore,1,14571,960.0,20,0,12,0,May,Friday
Jet Airways,Kolkata,Banglore,1,7064,1550.0,18,55,20,45,April,Monday
IndiGo,Kolkata,Banglore,0,5618,155.0,15,20,17,55,March,Wednesday
Multiple carriers,Delhi,Cochin,1,13727,690.0,14,0,1,30,May,Wednesday
Vistara,Delhi,Cochin,0,4851,190.0,14,40,17,50,April,Monday
Air India,Kolkata,Banglore,2,15187,760.0,9,10,21,50,March,Sunday
GoAir,Banglore,Delhi,0,3419,175.0,7,45,10,40,May,Wednesday
IndiGo,Banglore,Delhi,0,3943,165.0,6,5,8,50,April,Monday
Jet Airways,Delhi,Cochin,2,15129,1615.0,9,40,12,35,May,Saturday
IndiGo,Banglore,Delhi,0,3419,170.0,0,25,3,15,June,Friday
Air India,Delhi,Cochin,2,10861,1395.0,20,0,19,15,May,Tuesday
IndiGo,Delhi,Cochin,1,7074,295.0,5,10,10,5,April,Sunday
Air India,Kolkata,Banglore,2,11542,1780.0,9,25,15,5,May,Monday
IndiGo,Delhi,Cochin,1,6968,320.0,6,50,12,10,April,Sunday
Jet Airways,Banglore,Delhi,0,5769,180.0,17,45,20,45,June,Wednesday
Vistara,Kolkata,Banglore,1,7927,1580.0,20,20,22,40,June,Wednesday
Jet Airways,Kolkata,Banglore,1,13044,800.0,18,55,8,15,June,Wednesday
Jet Airways,Delhi,Cochin,2,15129,810.0,23,5,12,35,May,Tuesday
SpiceJet,Kolkata,Banglore,0,3841,145.0,9,0,11,25,May,Wednesday
IndiGo,Kolkata,Banglore,0,4804,155.0,20,20,22,55,June,Monday
SpiceJet,Banglore,Delhi,0,4319,160.0,5,55,8,35,April,Friday
Jet Airways,Delhi,Cochin,1,16079,1270.0,21,50,19,0,May,Monday
Jet Airways,Banglore,New Delhi,1,54826,375.0,22,50,5,5,March,Monday
IndiGo,Delhi,Cochin,1,12351,485.0,17,30,1,35,March,Saturday
Jet Airways,Kolkata,Banglore,1,13067,1570.0,17,0,19,10,May,Monday
Jet Airways,Banglore,New Delhi,1,13817,765.0,18,55,7,40,March,Tuesday
SpiceJet,Banglore,Delhi,0,3625,175.0,21,10,0,5,May,Tuesday
Air India,Mumbai,Hyderabad,3,18293,1775.0,9,40,15,15,March,Tuesday
Vistara,Banglore,Delhi,0,5613,165.0,19,30,22,15,April,Monday
Air India,Delhi,Cochin,1,11038,1565.0,6,10,8,15,March,Wednesday
IndiGo,Banglore,Delhi,0,4077,165.0,6,5,8,50,April,Wednesday
Multiple carriers,Delhi,Cochin,1,6883,780.0,8,0,21,0,March,Wednesday
Air India,Banglore,New Delhi,0,19508,165.0,17,0,19,45,March,Sunday
Air India,Banglore,New Delhi,1,8714,865.0,8,50,23,15,March,Friday
IndiGo,Kolkata,Banglore,0,4804,155.0,4,40,7,15,May,Wednesday
Multiple carriers,Delhi,Cochin,1,15078,450.0,8,0,15,30,March,Sunday
SpiceJet,Kolkata,Banglore,0,4807,150.0,17,10,19,40,April,Sunday
Multiple carriers,Delhi,Cochin,3,21829,565.0,11,35,21,0,March,Wednesday
Vistara,Banglore,New Delhi,0,5403,160.0,11,30,14,10,March,Sunday
Jet Airways,Banglore,New Delhi,1,26890,550.0,7,0,16,10,March,Friday
GoAir,Kolkata,Banglore,1,7335,495.0,23,30,7,45,May,Saturday
Jet Airways,Delhi,Cochin,2,9412,650.0,17,35,4,25,March,Wednesday
Jet Airways,Kolkata,Banglore,1,10844,685.0,8,25,19,50,May,Tuesday
IndiGo,Banglore,Delhi,0,4990,175.0,18,55,21,50,June,Thursday
Jet Airways,Delhi,Cochin,2,16704,1760.0,23,5,4,25,May,Monday
Air India,Delhi,Cochin,2,7711,2240.0,5,55,19,15,April,Tuesday
Jet Airways,Delhi,Cochin,1,10262,655.0,17,30,4,25,June,Monday
Multiple carriers,Delhi,Cochin,1,6007,490.0,12,50,21,0,June,Monday
Air India,Kolkata,Banglore,2,12219,1200.0,9,25,5,25,April,Monday
GoAir,Banglore,Delhi,0,3898,165.0,20,55,23,40,May,Wednesday
Jet Airways,Kolkata,Banglore,1,11467,1745.0,17,0,22,5,May,Monday
Air India,Kolkata,Banglore,2,12534,725.0,8,20,20,25,May,Saturday
Jet Airways,Kolkata,Banglore,1,10844,590.0,8,25,18,15,June,Thursday
SpiceJet,Banglore,New Delhi,0,4377,170.0,5,45,8,35,March,Sunday
Vistara,Chennai,Kolkata,0,11982,140.0,17,45,20,5,June,Sunday
SpiceJet,Banglore,Delhi,0,4423,170.0,9,30,12,20,June,Sunday
Jet Airways,Delhi,Cochin,1,17234,550.0,19,15,4,25,March,Sunday
Vistara,Kolkata,Banglore,1,8295,945.0,7,10,22,55,April,Monday
Jet Airways,Delhi,Cochin,2,15864,2295.0,5,30,19,45,March,Wednesday
GoAir,Banglore,Delhi,0,3398,170.0,11,40,14,30,May,Monday
Multiple carriers,Delhi,Cochin,1,7198,750.0,13,0,1,30,June,Sunday
Jet Airways,Banglore,Delhi,0,7229,165.0,6,0,8,45,April,Saturday
Jet Airways,Delhi,Cochin,2,13014,1375.0,5,30,4,25,June,Wednesday
Air India,Kolkata,Banglore,1,6528,1440.0,14,35,14,35,May,Thursday
Jet Airways,Delhi,Cochin,2,13292,1620.0,9,35,12,35,June,Wednesday
Air India,Delhi,Cochin,2,11071,1395.0,20,0,19,15,June,Saturday
SpiceJet,Kolkata,Banglore,0,4174,155.0,6,55,9,30,April,Sunday
Multiple carriers,Delhi,Cochin,1,11299,890.0,4,0,18,50,March,Wednesday
Jet Airways,Delhi,Cochin,1,12373,1010.0,19,45,12,35,May,Saturday
Air India,Banglore,New Delhi,1,13439,1645.0,5,50,9,15,March,Friday
IndiGo,Kolkata,Banglore,0,4804,155.0,20,20,22,55,May,Wednesday
Air India,Kolkata,Banglore,2,11642,1210.0,9,25,5,35,May,Sunday
IndiGo,Banglore,Delhi,0,3419,170.0,0,25,3,15,June,Tuesday
IndiGo,Kolkata,Banglore,2,6103,335.0,6,35,12,10,May,Tuesday
Air India,Kolkata,Banglore,2,13033,1100.0,7,0,1,20,May,Thursday
Jet Airways,Banglore,New Delhi,2,11245,420.0,8,55,15,55,March,Monday
Jet Airways,Kolkata,Banglore,1,10056,330.0,6,30,12,0,April,Monday
Jet Airways,Kolkata,Banglore,1,10539,1080.0,20,25,14,25,June,Thursday
IndiGo,Chennai,Kolkata,0,5277,140.0,22,5,0,25,March,Monday
Air India,Kolkata,Banglore,1,11936,795.0,10,0,23,15,May,Tuesday
Vistara,Kolkata,Banglore,1,8820,1640.0,17,0,20,20,June,Thursday
Jet Airways,Delhi,Cochin,1,12373,1295.0,15,0,12,35,May,Thursday
Jet Airways,Delhi,Cochin,1,10262,1655.0,9,0,12,35,June,Saturday
Jet Airways,Mumbai,Hyderabad,0,4995,85.0,7,5,8,30,June,Monday
Jet Airways,Delhi,Cochin,1,7438,1315.0,21,50,19,45,March,Wednesday
IndiGo,Kolkata,Banglore,0,4148,170.0,5,30,8,20,March,Thursday
IndiGo,Chennai,Kolkata,0,3597,140.0,14,45,17,5,May,Monday
Air Asia,Kolkata,Banglore,1,5192,955.0,7,35,23,30,May,Wednesday
Jet Airways,Banglore,New Delhi,1,16736,740.0,8,0,20,20,March,Wednesday
Multiple carriers,Delhi,Cochin,1,7933,480.0,13,0,21,0,June,Saturday
Air India,Delhi,Cochin,1,8879,675.0,8,0,19,15,May,Saturday
IndiGo,Delhi,Cochin,0,5000,195.0,14,25,17,40,May,Sunday
Vistara,Kolkata,Banglore,1,8137,965.0,17,0,9,5,May,Monday
Air India,Delhi,Cochin,2,22096,1580.0,16,55,19,15,March,Saturday
SpiceJet,Banglore,New Delhi,0,4273,170.0,5,45,8,35,March,Sunday
Jet Airways,Banglore,New Delhi,1,35185,365.0,18,40,0,45,March,Friday
IndiGo,Kolkata,Banglore,1,4226,220.0,19,35,23,15,April,Monday
Jet Airways,Kolkata,Banglore,1,10844,475.0,8,25,16,20,May,Wednesday
IndiGo,Mumbai,Hyderabad,0,2754,90.0,12,0,13,30,June,Wednesday
IndiGo,Kolkata,Banglore,1,6301,335.0,10,30,16,5,June,Thursday
Air India,Kolkata,Banglore,2,13222,1700.0,9,25,13,45,May,Saturday
Jet Airways,Delhi,Cochin,1,12898,1145.0,17,30,12,35,May,Tuesday
Air India,Banglore,New Delhi,1,12127,830.0,6,45,20,35,March,Tuesday
Jet Airways,Kolkata,Banglore,1,13067,1540.0,20,25,22,5,May,Tuesday
Air India,Kolkata,Banglore,2,9920,1660.0,16,45,20,25,April,Monday
GoAir,Banglore,Delhi,0,4239,175.0,7,45,10,40,April,Monday
Jet Airways,Delhi,Cochin,1,14714,1270.0,21,50,19,0,June,Thursday
IndiGo,Kolkata,Banglore,1,6218,325.0,18,5,23,30,May,Monday
IndiGo,Chennai,Kolkata,0,7295,140.0,5,15,7,35,March,Friday
Multiple carriers,Delhi,Cochin,1,7408,460.0,3,50,11,30,June,Sunday
Jet Airways,Kolkata,Banglore,1,13994,505.0,9,35,18,0,June,Sunday
IndiGo,Kolkata,Banglore,0,5224,150.0,14,25,16,55,May,Wednesday
SpiceJet,Mumbai,Hyderabad,0,4391,80.0,5,45,7,5,March,Saturday
Air India,Kolkata,Banglore,2,14109,1165.0,10,0,5,25,May,Saturday
SpiceJet,Banglore,Delhi,0,4885,170.0,9,30,12,20,April,Saturday
Jet Airways,Banglore,Delhi,0,8016,180.0,8,20,11,20,June,Saturday
Multiple carriers,Delhi,Cochin,1,12524,395.0,6,0,12,35,June,Monday
Jet Airways,Delhi,Cochin,1,6017,995.0,2,15,18,50,March,Wednesday
SpiceJet,Banglore,Delhi,0,3625,175.0,21,10,0,5,April,Monday
Air India,Delhi,Cochin,3,15586,2280.0,5,15,19,15,March,Saturday
Air India,Delhi,Cochin,1,7199,675.0,8,0,19,15,March,Wednesday
Jet Airways,Delhi,Cochin,2,12273,1325.0,6,20,4,25,March,Thursday
Multiple carriers,Delhi,Cochin,1,7530,390.0,19,0,1,30,June,Thursday
Jet Airways,Mumbai,Hyderabad,0,5678,90.0,19,35,21,5,May,Tuesday
Air India,Delhi,Cochin,2,11753,1245.0,10,55,7,40,June,Monday
SpiceJet,Mumbai,Hyderabad,0,1965,90.0,22,45,0,15,May,Tuesday
IndiGo,Delhi,Cochin,1,10208,400.0,6,40,13,20,March,Thursday
IndiGo,Delhi,Cochin,1,5054,305.0,20,25,1,30,May,Tuesday
IndiGo,Delhi,Cochin,1,14871,425.0,8,25,15,30,March,Sunday
Jet Airways,Delhi,Cochin,1,12373,715.0,7,5,19,0,May,Saturday
SpiceJet,Mumbai,Hyderabad,0,2017,90.0,22,45,0,15,June,Saturday
Jet Airways,Kolkata,Banglore,1,10661,890.0,13,55,4,45,March,Sunday
Multiple carriers,Delhi,Cochin,1,9794,520.0,10,20,19,0,May,Thursday
Jet Airways,Kolkata,Banglore,1,13067,1630.0,20,25,23,35,May,Thursday
SpiceJet,Chennai,Kolkata,0,7298,140.0,17,45,20,5,March,Sunday
IndiGo,Banglore,New Delhi,0,7648,175.0,10,5,13,0,March,Sunday
Air India,Kolkata,Banglore,2,10676,590.0,12,0,21,50,May,Sunday
Air India,Banglore,Delhi,0,6961,165.0,10,0,12,45,June,Monday
IndiGo,Delhi,Cochin,1,6979,845.0,11,25,1,30,May,Wednesday
Multiple carriers,Delhi,Cochin,1,13587,720.0,9,0,21,0,May,Monday
Jet Airways,Kolkata,Banglore,1,10844,570.0,14,5,23,35,May,Friday
IndiGo,Banglore,Delhi,0,3943,170.0,10,10,13,0,May,Sunday
IndiGo,Delhi,Cochin,1,6838,705.0,9,15,21,0,June,Wednesday
Jet Airways,Delhi,Cochin,1,6542,360.0,13,0,19,0,April,Monday
Jet Airways,Delhi,Cochin,1,12239,715.0,7,5,19,0,May,Tuesday
Jet Airways,Kolkata,Banglore,1,14388,730.0,16,30,4,40,May,Sunday
IndiGo,Kolkata,Banglore,0,4148,170.0,5,30,8,20,March,Tuesday
Multiple carriers,Delhi,Cochin,2,16840,625.0,15,5,1,30,May,Saturday
Multiple carriers,Delhi,Cochin,1,9646,765.0,9,45,22,30,June,Monday
Jet Airways,Kolkata,Banglore,1,14571,1265.0,21,10,18,15,June,Sunday
IndiGo,Delhi,Cochin,1,7923,570.0,16,0,1,30,May,Wednesday
Jet Airways,Kolkata,Banglore,1,8586,520.0,20,0,4,40,May,Sunday
Multiple carriers,Delhi,Cochin,1,9646,555.0,13,15,22,30,June,Monday
Jet Airways,Kolkata,Banglore,1,14388,1315.0,14,5,12,0,May,Saturday
Jet Airways,Kolkata,Banglore,1,13044,1430.0,16,30,16,20,June,Wednesday
Multiple carriers,Delhi,Cochin,1,10197,540.0,10,0,19,0,May,Tuesday
Jet Airways,Delhi,Cochin,1,14714,1395.0,19,45,19,0,June,Saturday
Air India,Delhi,Cochin,1,9929,555.0,10,0,19,15,June,Saturday
Jet Airways,Delhi,Cochin,1,6017,335.0,22,50,4,25,March,Thursday
SpiceJet,Chennai,Kolkata,0,3597,135.0,9,45,12,0,June,Thursday
Air India,Delhi,Cochin,1,5704,570.0,13,30,23,0,March,Thursday
Jet Airways,Delhi,Cochin,1,14714,520.0,19,45,4,25,June,Monday
